No,Product Type,Primary,On Primary,Secondary,On Secondary,Accent,On Accent,Background,Foreground,Card,Card Foreground,Muted,Muted Foreground,Border,Destructive,On Destructive,Ring,Keywords,Notes
281,Healthcare App,#176676,#FFFFFF,#569B9F,#000000,#454B91,#FFFFFF,#F6FAF8,#183034,#FFFFFF,#183034,#E6EFEC,#526866,#CFDEDA,#A9362B,#FFFFFF,#2F7E89,clinic health hospital medical patient wellness calm premium refined sage teal,"Refined sage teal-gray — botanical cool neutrals + restrained indigo accent; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: healthcare-app; Avoid: childcare|mass-market-discount|high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
282,Hotel/Hospitality,#172D52,#FFFFFF,#A58C5A,#000000,#8D6112,#FFFFFF,#FAF8F2,#1B2230,#FFFDF8,#1B2230,#EDE9DF,#615D54,#DAD3C5,#A9362B,#FFFFFF,#384F76,accommodation hospitality hotel lodge resort stay luxury premium refined warm sandstone,"Refined warm sandstone-gray — midnight navy + antique brass on soft ivory; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: hotel-hospitality; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
283,AI/Chatbot Platform,#2E3A62,#FFFFFF,#7C89AC,#000000,#8A4F2D,#FFFFFF,#F3F2EE,#1C2028,#FBFAF7,#1C2028,#E5E4DF,#5B5E66,#D4D2CC,#A9362B,#FFFFFF,#4C5E91,ai assistant bot conversation virtual premium refined graphite indigo copper human,"Refined graphite AI — mineral indigo + muted copper on warm technical gray; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
284,Insurance Platform,#264B73,#FFFFFF,#6F93AA,#000000,#7A5818,#FFFFFF,#F5F7F5,#1C2932,#FFFFFF,#1C2932,#E6EBE9,#56635F,#D3DCD8,#A9362B,#FFFFFF,#3C6A93,claim coverage policy protection insurance premium refined slate blue ochre calm,"Refined assurance blue-gray — slate blue + muted ochre on quiet cool neutrals; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount|high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
285,Logistics/Delivery,#203E5C,#FFFFFF,#759199,#000000,#A84714,#FFFFFF,#F5F5F1,#1B2730,#FFFFFF,#1B2730,#E7E9E5,#59645F,#D3D8D4,#A9362B,#FFFFFF,#3D668B,chain courier delivery logistics shipping supply transport premium refined industrial rust,"Refined industrial blue-gray — ink blue + rust orange on mineral white; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
286,Airline,#1F486A,#FFFFFF,#6197AE,#000000,#984822,#FFFFFF,#F7F8F5,#192533,#FFFFFF,#192533,#E9ECE7,#58625D,#D7DDD7,#A9362B,#FFFFFF,#3B628A,airplane airport aviation flight travel premium refined cloud blue terracotta,"Refined cloud blue-gray — aviation blue + warm terracotta on soft cloud white; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
287,Flashcard & Study Tool,#26375B,#FFFFFF,#A38B5C,#000000,#7A5C16,#FFFFFF,#F8F6F0,#202630,#FFFEFA,#202630,#ECE8DF,#5D5B54,#DAD4C8,#A9362B,#FFFFFF,#43577D,academic education exam flashcard learning memory quiz school study premium refined ink parchment ochre,"Refined academic ink — deep navy + study ochre on warm parchment; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: education|learning|childcare; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
288,Calendar & Scheduling App,#344B6A,#FFFFFF,#7D9297,#000000,#9B4430,#FFFFFF,#F6F7F4,#1D272B,#FFFFFF,#1D272B,#E7EBE8,#56615D,#D4DAD6,#A9362B,#FFFFFF,#4B6D91,agenda calendar events organizing planner schedule scheduling premium refined blue-gray terracotta,"Refined planning blue-gray — calm graphite blue + terracotta priority accent; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: calendar-scheduling-app; Avoid: childcare|mass-market-discount|high-energy-gaming|flash-sale; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
289,Email Client,#294866,#FFFFFF,#7A919A,#000000,#8B3E4E,#FFFFFF,#F5F6F3,#1B262F,#FFFFFF,#1B262F,#E7EAE7,#56625D,#D4DAD6,#9F2F32,#FFFFFF,#416C8D,communication inbox mail message email premium refined ink blue burgundy priority,"Refined correspondence gray — ink blue + muted burgundy priority accent; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: saas|developer-tools|ai-products; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
290,Survey / Form Builder,#3B4652,#FFFFFF,#839083,#000000,#2D665F,#FFFFFF,#F7F7F3,#202529,#FFFFFF,#202529,#E9EAE6,#5C625E,#D6D9D3,#A9362B,#FFFFFF,#596775,academic administration education evaluation institutional research school university survey form premium refined warm slate teal,"Refined institutional slate — warm graphite + oxidized teal on paper white; AA text pairs and 3:1+ component contrast [High-risk replacement; AA text, component and focus contrast verified] | Scenario: education|learning|childcare; Avoid: childcare|mass-market-discount; Origin confidence: 0.8; Recommendation: scenario-first; Evidence: token-only."
297,Healthcare App,#2B7588,#FFFFFF,#43698E,#FFFFFF,#2C7D6F,#FFFFFF,#F5F6F7,#164E63,#FFFFFF,#164E63,#E3E7E8,#58677E,#BECBD0,#DC2626,#FFFFFF,#2B7588,"clinic health hospital medical wellness, analogous",Calm cyan + health green; bg neutralized [Variant of No.8; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: healthcare-app; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
298,Educational App,#2B4188,#FFFFFF,#48438E,#FFFFFF,#2C5C7D,#FFFFFF,#F5F6F7,#1E3A8A,#FFFFFF,#1E3A8A,#E3E4E8,#52658B,#C0C5D7,#DC2626,#FFFFFF,#2B4188,"education learn learning school study teaching, analogous",Rich academic blue + energetic orange; bg neutralized [Variant of No.9; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: education|learning|childcare; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
299,Gaming,#9A73DE,#0F172A,#A972C5,#0F172A,#B9DF77,#0F172A,#0F1115,#E2E8F0,#171A20,#E2E8F0,#252932,#94A3B8,#474B54,#D93C3C,#000000,#9A73DE,"arcade entertainment fun game play puzzle, complementary",Neon purple + rose action [Variant of No.12; Color theory: Complementary; screenshot-guided; AA verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
300,Social Media App,#99243E,#FFFFFF,#98453E,#FFFFFF,#229178,#000000,#F7F7F5,#881337,#FFFFFF,#881337,#E9EBE8,#5B6980,#D8C4C8,#DC2626,#FFFFFF,#99243E,"social network community feed posts sharing followers, complementary",Vibrant rose + engagement blue [Variant of No.14; Color theory: Complementary; screenshot-guided; AA verified] | Scenario: social-media-app; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
303,AI/Chatbot Platform,#2B8880,#000000,#437D8E,#FFFFFF,#2C7D59,#FFFFFF,#F5F7F7,#134E4A,#FFFFFF,#134E4A,#E3E8E8,#58677D,#BECCCC,#DC2626,#FFFFFF,#2B8880,"ai assistant bot conversation virtual, analogous",Deep teal + warm amber CTA; bg neutralized [Variant of No.17; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
305,Creator Economy Platform,#99245E,#FFFFFF,#983E50,#FFFFFF,#22915A,#000000,#F7F7F5,#831843,#FFFFFF,#831843,#E9EBE8,#616881,#D7C5CA,#DC2626,#FFFFFF,#99245E,"content creative influencer media social, complementary",Creator pink + engagement orange [Accent adjusted from #F97316 for WCAG 3:1] [Variant of No.19; Color theory: Complementary; screenshot-guided; AA verified] | Scenario: creator-economy-platform; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
307,Mental Health App,#2B884E,#000000,#438E76,#000000,#2C7D2D,#FFFFFF,#F5F7F6,#14532D,#FFFFFF,#14532D,#E3E8E5,#59677E,#BECDC4,#DC2626,#FFFFFF,#2B884E,"clinic healthcare hospital medical wellness, analogous",Healing forest green + wellness emerald; bg neutralized [Variant of No.21; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: mental-health-app; Avoid: high-energy-gaming|flash-sale; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
308,Smart Home/IoT Dashboard,#7BA0D5,#0F172A,#7880BF,#0F172A,#8AC5D6,#0F172A,#101317,#F8FAFC,#191D21,#F8FAFC,#272D35,#94A3B8,#4D5259,#D93C3C,#000000,#7BA0D5,"analytics automation connected data decoration device home house interior iot living metrics monitor overview residential sensor smart, analogous",Dark tech + cyan status indicators [Variant of No.23; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: home-interior|hospitality|lifestyle; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
310,Podcast Platform,#7873DE,#000000,#8F72C5,#000000,#DADF77,#0F172A,#0F1115,#F8FAFC,#171A20,#F8FAFC,#252932,#94A3B8,#4B4F56,#D93C3C,#000000,#7873DE,"audio episode listen show streaming, complementary",Dark audio + warm accent [Variant of No.26; Color theory: Complementary; screenshot-guided; AA verified] | Scenario: podcast-platform; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
312,Knowledge Base/Documentation,#2B5188,#FFFFFF,#434B8E,#FFFFFF,#2C6B7D,#FFFFFF,#F5F6F7,#1E293B,#FFFFFF,#1E293B,#E3E5E8,#57667C,#C0C3C9,#DC2626,#FFFFFF,#2B5188,"documentation faq guide reference wiki, analogous",Neutral grey + link blue [Variant of No.29; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: knowledge-base-documentation; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
313,Beauty/Spa/Wellness Service,#6C4257,#FFFFFF,#76565E,#FFFFFF,#683B64,#FFFFFF,#F4F1EB,#831843,#FFFEFA,#831843,#E4DCE0,#546178,#D3B9C4,#DC2626,#FFFFFF,#6C4257,"beauty calm cosmetic health mindfulness relaxation salon selfcare skincare spa wellness, morandi",Soft pink + lavender luxury [Accent darkened from #8B5CF6 for WCAG] [Variant of No.30; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: beauty-spa-wellness-service; Avoid: childcare|mass-market-discount|high-energy-gaming|flash-sale; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
314,Restaurant/Food Service,#6C4242,#FFFFFF,#765D56,#FFFFFF,#683B4D,#FFFFFF,#F4F1EB,#450A0A,#FFFEFA,#450A0A,#E4DCDC,#5B6075,#C7B6B6,#DC2626,#FFFFFF,#6C4242,"cafe cooking cuisine dining eat food meal recipe restaurant, morandi",Appetizing red + warm gold [Accent adjusted from #CA8A04 for WCAG 3:1] [Variant of No.31; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: restaurant-food-service; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
315,Fitness/Gym App,#DE9F73,#0F172A,#C5AD72,#0F172A,#77B4DF,#0F172A,#0F1115,#F8FAFC,#171A20,#F8FAFC,#252932,#A5B2C3,#4B4F56,#EF4444,#0F172A,#DE9F73,"active exercise fitness gym sport training workout, complementary",Energy orange + success green [Variant of No.32; Color theory: Complementary; screenshot-guided; AA verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
316,Real Estate/Property,#426C68,#FFFFFF,#567176,#FFFFFF,#3B6853,#FFFFFF,#F4F1EB,#134E4A,#FFFEFA,#134E4A,#DCE4E4,#55657A,#B8C9C8,#DC2626,#FFFFFF,#426C68,"apartment estate home housing property real, morandi",Trust teal + professional blue; bg neutralized [Variant of No.33; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: home-interior|hospitality|lifestyle; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
318,Hotel/Hospitality,#424D6C,#FFFFFF,#565776,#FFFFFF,#3B5968,#FFFFFF,#F4F1EB,#1E40AF,#FFFEFA,#1E40AF,#DCDEE4,#536278,#BAC2DA,#DC2626,#FFFFFF,#424D6C,"accommodation hospitality lodge resort stay, morandi",Luxury navy + gold service [Accent adjusted from #CA8A04 for WCAG 3:1] [Variant of No.35; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: hotel-hospitality; Avoid: childcare|mass-market-discount; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
322,Online Course/E-learning,#2B8880,#000000,#437E8E,#000000,#2C7D58,#FFFFFF,#F5F7F7,#134E4A,#FFFFFF,#134E4A,#E3E8E8,#59677E,#BECCCC,#DC2626,#FFFFFF,#2B8880,"education educational learn school study teaching, analogous",Progress teal + achievement orange [Accent adjusted from #F97316 for WCAG 3:1]; bg neutralized [Variant of No.40; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: education|learning|childcare; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
326,Job Board/Recruitment,#2B6788,#FFFFFF,#435D8E,#FFFFFF,#2C7D7C,#FFFFFF,#F5F6F7,#0C4A6E,#FFFFFF,#0C4A6E,#E3E6E8,#58667D,#BCCAD2,#DC2626,#FFFFFF,#2B6788,"jobs hiring recruitment career employment talent hr, analogous",Professional blue + opportunity orange; bg neutralized [Variant of No.44; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: job-board-recruitment; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
328,Logistics/Delivery,#2B4888,#FFFFFF,#43448E,#FFFFFF,#2C637D,#FFFFFF,#F5F6F7,#1E40AF,#FFFFFF,#1E40AF,#E3E5E8,#58667D,#C0C7DE,#DC2626,#FFFFFF,#2B4888,"chain courier delivery logistics shipping supply transport, analogous",Tracking blue + delivery orange [Accent adjusted from #F97316 for WCAG 3:1]; bg neutralized [Variant of No.46; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: saas|developer-tools|ai-products; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
331,Photography Studio,#A0A0C5,#0F172A,#9992B0,#0F172A,#A4B4CC,#0F172A,#111115,#FAFAFA,#1A1A20,#FAFAFA,#282833,#94A3B8,#4E4E57,#D93C3C,#000000,#A0A0C5,"camera capture image photo picture, morandi",Pure black + white contrast [Variant of No.50; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: photography-studio; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
332,Coworking Space,#6C5C42,#FFFFFF,#767256,#FFFFFF,#68453B,#FFFFFF,#F4F1EB,#78350F,#FFFEFA,#78350F,#E4E1DC,#56647A,#D1C2B7,#DC2626,#FFFFFF,#6C5C42,"coworking shared workspace office community collaborative hotdesk, morandi",Energetic amber + booking blue [Variant of No.51; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: coworking-space; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
334,Childcare/Daycare,#882B5C,#FFFFFF,#8E4354,#FFFFFF,#7D2C74,#FFFFFF,#F7F5F6,#9D174D,#FFFFFF,#9D174D,#E8E3E6,#57667C,#DBBECA,#DC2626,#FFFFFF,#882B5C,"child children daycare kids nursery preschool toddler, analogous",Playful pink + cheerful yellow [Variant of No.53; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: education|learning|childcare; Avoid: regulated-finance|clinical-emergency; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
340,Florist/Plant Shop,#426C51,#FFFFFF,#567669,#FFFFFF,#3C683B,#FFFFFF,#F4F1EB,#14532D,#FFFEFA,#14532D,#DCE4DF,#56647B,#B8CABF,#DC2626,#FFFFFF,#426C51,"bouquet floral flower garden green nature plant, morandi",Natural green + floral pink [Variant of No.59; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: florist-plant-shop; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
344,Magazine/Blog,#42426C,#FFFFFF,#5D5676,#FFFFFF,#3B4D68,#FFFFFF,#F4F1EB,#09090B,#FFFEFA,#09090B,#DCDCE4,#526177,#B6B6BD,#DC2626,#FFFFFF,#42426C,"blog content editorial magazine media publication writing, morandi",Editorial black + accent pink [Variant of No.64; Color theory: Morandi; screenshot-guided; AA verified] | Scenario: magazine-blog; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
345,Freelancer Platform,#88532B,#FFFFFF,#8E7A43,#000000,#7D312C,#FFFFFF,#F7F6F5,#78350F,#FFFFFF,#78350F,#E8E5E3,#58667D,#D4C5BD,#DC2626,#FFFFFF,#88532B,"contractor freelance gig independent remote, analogous",Craft amber + teal CTA [bg neutralized from #FFFBEB; cream moved to Card surface] [Variant of No.65; Color theory: Analogous; screenshot-guided; AA verified] | Scenario: freelancer-platform; Avoid: —; Origin confidence: 0.65; Recommendation: scenario-first|variant; Evidence: rendered-claimed-no-source.
